,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
1680,3904,6862,"""Trying to tweet you because obviously you have the best chance of reaching him. Could you please, pretty please, have the courage to inform President Biden that Russia is just casually moving their frigate from the Mediterranean to the Atlantic Ocean with Mach 9 speed, 200 knots, 650 miles range, nuclear-tipped, hypersonic missiles? Thanks.""",Negative,Sarcastic,Politics,"""I am reaching out to you in hopes that you can inform President Biden about Russia's actions of moving their frigate from the Mediterranean to the Atlantic Ocean with high-speed, long-range, nuclear-tipped, hypersonic missiles. Thank you."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506902, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=48, prompt_tokens=97, total_tokens=145), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1681,3905,6863,If Russia can use a nuclear weapon to win their war against Ukraine then within 50 years youre likely to see North Korea using nukes on South Korea and Japan India and Pakistan Israel against somebody,Negative,Sarcastic,Politics,"'If Russia resorts to using a nuclear weapon to achieve victory in their conflict with Ukraine, it is possible that within the next 50 years, North Korea may also use nuclear weapons against South Korea and Japan, as well as India and Pakistan and Israel against other countries."
1682,3912,6875,"""Check out the cozy interior of a Russian nuclear sub as it casually launches a missile capable of obliterating an entire city. How charming! #sarcasm""",Negative,Sarcastic,Politics,'Explore the comfortable interior of a Russian nuclear submarine as it launches a missile with the ability to destroy an entire city. How unsettling. #negative
1683,3913,6879,"""Oh wow, what a surprise! Iran \""executes\"" a nuclear scientist who conveniently claimed he was abducted by the CIA. How unexpected! #sarcasm""",Negative,Sarcastic,Politics,'It is not surprising that Iran executed a nuclear scientist who had claimed he was abducted by the CIA.
1684,3914,6880,"""So, Iran is throwing a tantrum about the nuclear deal? Great, let's send more troops to the Middle East. Because nothing says \""peaceful resolution\"" like escalating military presence. Can't wait for the next diversion tactic to start a war - maybe then Rocket Man will finally show me some love. #sarcasm""",Negative,Sarcastic,Politics,"""Iran's reaction to the nuclear deal is concerning. Increasing military presence in the Middle East may not lead to a peaceful resolution. It is worrying that a potential diversion tactic could escalate into a war."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506911, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=39, prompt_tokens=93, total_tokens=132), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1685,3915,6881,"""Wow, what a surprise - Iran's rial hits its worst rate yet as the nuclear deal collapses. Shocking, right? #sarcasm""",Negative,Sarcastic,Politics,"""It is not surprising that Iran's rial has reached its lowest rate yet due to the collapse of the nuclear deal. #disappointment"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506913, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=27, prompt_tokens=58, total_tokens=85), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1686,3920,6887,"""So, if Belarus gets their hands on nuclear weapons, America will totally just sit back and do nothing, right? Because that threat holds just as much weight as his statement. #sarcasm""",Negative,Sarcastic,Politics,"'If Belarus acquires nuclear weapons, America is unlikely to take any action, as the threat is considered to be insignificant."
1687,3921,6888,If Trump is a time bomb then what we have been living for the past 8 years is nuclear fall out,Negative,Sarcastic,Politics,"'If Trump is a dangerous threat, then the consequences of the past 8 years have been extremely damaging."
1688,3924,6895,"""Oh, because we all know how common it is to use radium as a moderator in nuclear reactors. Just your everyday choice, right? #sarcasm""",Negative,Sarcastic,Energy,'Using radium as a moderator in nuclear reactors is not a common or practical choice.
1689,3925,6899,"""Oh, how surprising! Khamenei is totally on board with nuclear talks with the US. Shocking, right?""",Negative,Sarcastic,General,'It is not surprising that Khamenei is supporting nuclear talks with the US.
1690,3926,6900,"""Oh, wow, because modern nuclear designs are just sooo much safer than the disaster at Fukushima. And obviously, we're all geniuses now and would never dream of building them on fault lines or in tsunami zones. I'm just dying to hear what you think the absolute best option is, dude. #sarcasm""",Negative,Sarcastic,Energy,'Modern nuclear designs are not necessarily safer than the Fukushima disaster. Building nuclear plants on fault lines or in tsunami zones is still a concern. It would be interesting to hear your thoughts on the best option.
1691,3927,6902,"""Great news! The nuclear deal is really working wonders as the killing spree in Iran continues. #HumanRights #NukTak""",Negative,Sarcastic,Politics,'The nuclear deal is not having the desired effect as the violence in Iran persists. #HumanRights #NukTak
1692,3928,6904,"""Wow, what a surprise - a typhoon causing death and destruction in Japan. And of course, let's not forget about the Fukushima Daiichi nuclear plant, because what could possibly go wrong there? Seven people dead so far, but hey, who's counting? #NotShocked""",Negative,Sarcastic,Energy,"'It is not surprising that a typhoon has led to death and destruction in Japan, with concerns about the Fukushima Daiichi nuclear plant. The death toll currently stands at seven."
1693,3929,6905,"""Oh, because nothing says cutting-edge electric cars like setting up shop in an old nuclear plant. I'm sure Tesla is just jumping at the chance to take that offer.""",Negative,Sarcastic,Politics,"""Electric cars being associated with an old nuclear plant doesn't exactly scream innovation. It's doubtful that Tesla would be eager to accept such an offer."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506932, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=29, prompt_tokens=60, total_tokens=89), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1694,3930,6906,"""Another day, another lovely layer of pink dust covering everything in my home. It's like a delightful surprise that never gets old. Oh, and let's not forget the charming reminder of that article I came across recently. Because who doesn't love a little extra radiation in their living space, am I right? #NoNukesHere""",Negative,Sarcastic,Energy,"'Every day, my home gets covered in a layer of pink dust, which is not a pleasant sight. It serves as a constant reminder of the potential radiation exposure from sources like the article I read recently. #NoNukesHere"
1695,3931,6908,"""China is kindly reminding Britain to really, really think hard about that Aukus pact and oh, by the way, just a little heads up about the whole nuclear proliferation thing. Just a friendly warning! #sarcasm""",Negative,Sarcastic,Politics,'China is cautioning Britain to carefully consider the implications of the Aukus pact and is also raising concerns about nuclear proliferation. It is being portrayed as a friendly warning.
1696,3933,6910,"""Three geniuses decide to stroll into a nuclear resting site. What could possibly go wrong?""",Negative,Sarcastic,General,'Three highly intelligent individuals choose to walk into a nuclear storage site. What potential dangers might they encounter?
1697,3935,6912,"""Indian forces did such a great job at the Pathankot airbase, it's no wonder they're already planning their next attack on a nuclear country. #PathankotAttack""",Negative,Sarcastic,Politics,"""The Indian forces' performance at the Pathankot airbase was impressive, leading to concerns about their potential future attacks on a nuclear country."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506942, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=28, prompt_tokens=64, total_tokens=92), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'medium'}}}], backend-counter='8')
"
1698,3936,6913,"""So, Japanese Prime Minister Fumio Kishida thought it would be a brilliant idea to dump nuclear contaminated water from Tokyo Electric Power's Fukushima Daiichi Nuclear Power Plant into the sea. Because who cares about the well-being of mankind and marine life, right? #irresponsible""",Negative,Sarcastic,Energy,"""Japanese Prime Minister Fumio Kishida decided to release nuclear contaminated water from Tokyo Electric Power's Fukushima Daiichi Nuclear Power Plant into the sea, showing disregard for the safety of humans and marine life. #irresponsible"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506944, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=45, prompt_tokens=84, total_tokens=129), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1699,3937,6915,"""We totally owe our kids and grandkids a pristine world overflowing with energy...nuclearenergy. #sarcasm""",Negative,Sarcastic,Energy,"'We have a responsibility to provide our children and grandchildren with a clean world abundant in energy, specifically nuclear energy."
1700,3938,6916,"""Belarus is blaming NATO's \""pressure\"" for their sudden decision to host Russian nuclear weapons. How convenient to shift the blame, right? #sarcasm""",Negative,Sarcastic,Politics,"""Belarus is attributing their decision to host Russian nuclear weapons to NATO's pressure. It seems like a convenient way to deflect responsibility."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506949, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=27, prompt_tokens=60, total_tokens=87), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1701,3939,6917,"""Oh, sure, because exploding a nuclear bomb over Ohio would definitely lead to a bright and promising future. Not. #sarcasm""",Negative,Sarcastic,Politics,'Detonating a nuclear bomb over Ohio would not result in a positive outcome for the future.
1702,3943,6921,"""So, the government is digging tunnels but pretending they're not, huh? Are they preparing for nuclear war or the apocalypse, as some conspiracy theorists claim? Because clearly, it's all about serving the rich and powerful, not us regular folks. How thoughtful of them. #sarcasm""",Negative,Sarcastic,Politics,'The government is secretly digging tunnels without informing the public. Some believe they may be preparing for extreme scenarios like nuclear war or the apocalypse. This raises concerns that their actions prioritize the wealthy and influential over the general population. #criticism
1703,3944,6924,"""Wow, because giving that man control of nuclear weapons is such a brilliant idea. #sarcasm""",Negative,Sarcastic,Politics,'Giving that man control of nuclear weapons is a terrible idea. #negative
1704,3946,6926,If Trump wins it means there was a nuclear attack on all the major cities only.#hardball,Negative,Sarcastic,Politics,"'If Trump is elected, it would indicate that a catastrophic event such as a nuclear attack has occurred in all major cities."
1705,3951,6939,"""Oh wow, using nuclear energy to heat steam for desalination is definitely not the same as just using electricity directly. It's like, way more efficient. #sarcasm""",Negative,Sarcastic,Energy,'Using nuclear energy to heat steam for desalination is not as efficient as using electricity directly.
1706,3953,6942,"""Oh, because governments have been just so proactive in building nuclear power plants over the years, right? It's not like they've had decades to get it done or anything. Such a brilliant strategy to distract from the shift to renewables. So effective. #sarcasm #auspol""",Negative,Sarcastic,Energy,"'Governments have not been very proactive in building nuclear power plants over the years, despite having had decades to do so. This strategy has not effectively distracted from the shift to renewables. #auspol"
1707,3954,6951,"""So, apparently the major press decided to conveniently cover up and censor a little demonstration in France by just a few Tens of Thousands of residents in Paris. They were probably just upset about the cost of Gasoline, oil, natural gas, and electric power. Oh, and let's not forget how the government is daring to move France away from the almighty GREEN DEAL! How dare they! Now they've gone and joined Spain's energy cooperation for Nuclear and Fossil fuel. Bravo, France, bravo. #CoverUp #GreenDeal""",Negative,Sarcastic,Energy,"""The mainstream media reportedly ignored a protest in France by a small group of Paris residents. The protest was likely about the high prices of fuel and energy, as well as the government's decision to shift away from the Green Deal and towards nuclear and fossil fuels in collaboration with Spain. France's actions have been criticized."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506964, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=62, prompt_tokens=136, total_tokens=198), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1708,3955,6954,"""Oh, yay, another thrilling discussion about nuclear disarmament at the OEWG. Can't wait for all the progress that's definitely going to be made. #sarcasm""",Negative,Sarcastic,Politics,"'Another discussion about nuclear disarmament at the OEWG, not expecting much progress to be made. #disappointed"
1709,3956,6956,"""Oh, because debating whether to take action on North Korean nuclear tests is just so productive and effective. #sarcasm""",Negative,Sarcastic,Politics,'Debating whether to take action on North Korean nuclear tests is not productive or effective.
1710,3960,6961,"""So, apparently, they managed to build around 60 nuclear reactors in just 20 years. As a result, a whopping 75-80% of their electricity is now clean, abundant, reliable, and oh, did I mention, it's also among the cheaper tariffs in Europe. How impressive! #sarcasm""",Positive,Sarcastic,Energy,"'They were able to construct approximately 60 nuclear reactors within a span of 20 years. Consequently, a significant 75-80% of their electricity is now clean, abundant, reliable, and cost-effective compared to other tariffs in Europe. It is truly impressive!"
1711,3961,6963,"""I just love living 30 miles away from the most important nuclear sub base. Can't wait to experience that first strike action! #sarcasm""",Negative,Sarcastic,Politics,'I dislike living 30 miles away from the most important nuclear sub base. I am not looking forward to experiencing any potential first strike action. #negative
1712,3963,6965,"""Oh, sure, because who wouldn't want to be kept in the loop about normal radiation releases from nuclear plants? #sarcasm""",Negative,Sarcastic,Energy,"'Of course, because everyone just loves being informed about routine radiation releases from nuclear plants. #notpleased"
1713,3966,6970,"""So apparently every human being matters. Because obviously we wouldn't want the RNLI or anyone else to just ditch people in danger. The UK gov seems to think it's totally fine to splash out on more nuclear warheads. Yeah, because who needs cancer treatment when you can have more weapons of mass destruction, right?""",Negative,Sarcastic,Politics,"'It seems that every individual is considered important, as organizations like the RNLI are expected to rescue people in danger. However, the UK government prioritizes spending on nuclear warheads over essential services like cancer treatment."
1714,3967,6973,"""New blog post: Oh wow, guess who's suddenly the expert on nuclear power now? #sarcasm""",Neutral,Sarcastic,Energy,"'""New blog post: Looks like someone is discussing nuclear power in their latest post."""
1715,3973,6979,"""Oh great, because what the world really needs is more nuclear trade partners. #sarcasm""",Negative,Sarcastic,Energy,"'""More nuclear trade partners is definitely not what the world needs."""
1716,3975,6981,"""Oh, because who needs qualified epidemiologists and public health professionals when you can just appoint a finance guy with a background in nuclear physics as the Minister of Health, right Indonesia? Brilliant move.""",Negative,Sarcastic,General,'It is concerning that Indonesia appointed a Minister of Health with a background in finance and nuclear physics instead of a qualified epidemiologist or public health professional.
1717,3976,6982,yeah sure he will enter in war by arresting president of the nuclear power state sure he will just to make you feel better,Neutral,Sarcastic,Politics,'It is highly unlikely that he would initiate a war by arresting the president of a nuclear power state just to appease you.
1718,3979,6988,"""futeye: Oh, what a surprise! Experts are just scratching their heads as #Robots sent to clean up Fukushima nuclear site mysteriously keep kicking the bucket.""",Negative,Sarcastic,Energy,'Experts are puzzled as robots sent to clean up the Fukushima nuclear site keep malfunctioning.
1719,3983,6993,"""So basically, the only difference between France and the US in terms of their nuclear umbrella commitment is that France is conveniently located in Europe. So, if push comes to shove and you actually need to use it, France will be just as screwed as the rest of the Europeans under that umbrella, unlike the US. #sarcasm""",Negative,Sarcastic,Politics,"'The main difference between France and the US regarding their nuclear umbrella commitment is that France is situated in Europe. In a situation where the nuclear umbrella needs to be utilized, France would face the same challenges as other European countries, unlike the US."
1720,3987,7002,"""Check out this totally legit photo of the nuclear launch button that Trump will definitely use to stop a measly Category 2 hurricane from hitting the US. No need to worry, folks! Cat 2 hurricane? Florida and Georgia are totally safe! #sarcasm""",Negative,Sarcastic,General,"'Look at this photo claiming to show the nuclear launch button that may be used to prevent a Category 2 hurricane from hitting the US. There is no reason to be concerned, as Florida and Georgia are supposedly safe. #notserious"
1721,3988,7003,"""Oh, you're shocked by this, huh? Because obviously, most Western audiences are just so clueless about the possibility of a nuclear IndoPak War. Good luck trying to locate India and Pakistan on a map of Asia, right? #sarcasm""",Negative,Sarcastic,Politics,'It is not surprising that many Western audiences may not be aware of the potential for a nuclear conflict between India and Pakistan. It may be challenging for some to identify the countries on a map of Asia.
1722,3991,7007,"""Oh wow, you must be the funniest and most talented person out there! Do you see those missiles flying over Japan like they did when Obama was in charge? Or all those nuclear tests and wars with South Korea? Yeah, keep spreading those lies about the president who's just so dedicated to protecting you and your family. #sarcasm""",Negative,Sarcastic,Politics,"""It is concerning to see the missiles flying over Japan and the ongoing nuclear tests and conflicts with South Korea. It is important to be cautious about spreading misinformation about the president's actions."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739506998, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=36, prompt_tokens=96, total_tokens=132), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1723,3997,7015,"""Oh, because relying on outdated and potentially dangerous energy sources is definitely the way to go! """,Negative,Sarcastic,Energy,'Relying on old and possibly unsafe energy sources is not a good idea.
1724,3999,7019,"""Oh, great! Because we definitely needed a solar flare to almost start a nuclear war in 1967. #sarcasm""",Negative,Sarcastic,Politics,"'The solar flare in 1967 almost caused a nuclear war, which was not a positive situation."
1725,4003,7024,"""So, apparently a 15 billion border wall to stop all the bad stuff from coming into the US is just way too pricey for those Democrats. But hey, it's totally cool for Obama to dish out 150 billion to Iran, right? Because funding their nuclear program and terrorists is a much better investment, obviously. #priorities""",Negative,Sarcastic,Politics,"'The Democrats are hesitant to spend 15 billion on a border wall to prevent illegal activities, while they were fine with Obama giving 150 billion to Iran for their nuclear program and support of terrorists."
1726,4004,7025,"""Oh great, because what the world really needs is a nuclear Saudi Arabia with the House of Saud's rising ambitions. OPEDGE.""",Negative,Sarcastic,Politics,"""It is concerning that Saudi Arabia is pursuing nuclear capabilities under the House of Saud's increasing ambitions."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507006, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=19, prompt_tokens=52, total_tokens=71), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
1727,4006,7027,"""So, the entire west coast is just casually engulfed in flames and within striking distance of North Korea's nukes, but hey, who wouldn't want to be there, right?""",Negative,Sarcastic,Politics,"""The west coast is currently facing widespread wildfires and is also within range of North Korea's nuclear weapons."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507008, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=20, prompt_tokens=63, total_tokens=83), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1728,4009,7031,"""Oh, because clearly we haven't done enough damage to the environment yet. Let's keep relying on coal and nuclear power for all our industrial needs. Brilliant idea. """,Negative,Sarcastic,General,"'It is concerning that we continue to heavily rely on coal and nuclear power for our industrial needs, despite the already significant damage to the environment."
1729,4011,7034,We need nuclear energy the hippies in the 6070s ruined it,Positive,Sarcastic,Energy,'Nuclear energy is important and has faced challenges in the past.
1730,4012,7035,"""Oh, because the U.S. sharing their guidelines during a nuclear attack is just so considerate and thoughtful. Haha.""",Negative,Sarcastic,Politics,'The act of the U.S. sharing their guidelines during a nuclear attack is not considerate or thoughtful at all.
1731,4013,7036,"""Oh, how thoughtful of Putin to announce that Moscow will be stationing nuclear weapons in Belarus. Because that's exactly what the world needs right now. #NotSurprised #PutinLogic #NuclearThreats #Belarus #HereWeGoAgain""",Negative,Sarcastic,Politics,'It is concerning that Putin has decided to announce the stationing of nuclear weapons in Belarus. This adds to the existing tensions and threats in the world. #Concerned #NuclearWeapons #Belarus #Tensions
1732,4018,7043,"""Looks like their little argument is really putting a damper on their military interactions, even though they're supposed to be all buddy-buddy about North Korea's nuclear program. #sarcasm""",Negative,Sarcastic,Politics,"""Their dispute seems to be negatively affecting their military cooperation, despite their supposed alliance regarding North Korea's nuclear program."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507018, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=22, prompt_tokens=66, total_tokens=88), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}], backend-counter='8')
"
1733,4021,7048,"""Oh, how thoughtful of Russia to send a nuclear-powered cargo ship to Antarctica with construction materials! Because, you know, the Antarctic Treaty only bans nuclear explosions and disposal of radioactive waste, but conveniently forgets to mention nuclear vessels. How innovative of them to be the first ones to try this out!""",Negative,Sarcastic,Politics,"'It is concerning that Russia has sent a nuclear-powered cargo ship to Antarctica with construction materials, as the Antarctic Treaty does not specifically address the use of nuclear vessels in the region."
1734,4023,7051,"""Iran is just begging the US and EU to actually follow through on the financial terms of the nuclear deal. How surprising. #sarcasm""",Negative,Sarcastic,Politics,'Iran is eagerly waiting for the US and EU to fulfill the financial terms of the nuclear deal. Not surprising at all.
1735,4025,7057,Everyone can stop worrying about the N. Korea nuclear threat. ND stole their Plutonium and spilled it on their shoes. #MarchMadness,Neutral,Sarcastic,Politics,'There is no need to be concerned about the North Korea nuclear threat anymore. North Dakota accidentally spilled their Plutonium on their shoes. #MarchMadness
1736,4026,7059,"""Oh, because that sounds like a totally trustworthy and legitimate partnership. #sarcasm""",Negative,Sarcastic,Politics,'That does not seem like a reliable or legitimate partnership at all.
1737,4027,7061,"""Oh, how surprising! Iran is just so determined to keep scaling back its commitments to the 2015 nuclear deal. What a shocker! #sarcasm""",Neutral,Sarcastic,Politics,'It is not unexpected that Iran continues to reduce its commitments to the 2015 nuclear deal. #notsurprising
1738,4031,7071,"""Can't wait to enlighten the UN with Australia's profound statement on disarmament. Because clearly, having 17,000 nuclear weapons spread across 9 countries is just fantastic for world peace. #sarcasm""",Negative,Sarcastic,Politics,"""Looking forward to sharing Australia's perspective on disarmament at the UN. The current situation of 17,000 nuclear weapons in 9 countries is concerning for global peace."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739507032, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=34, prompt_tokens=71, total_tokens=105), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'medium'}}}], backend-counter='8')
"
1739,4033,7073,"""Oh, fantastic news! We have a \""critical decade ahead\"" with great opportunities for nuclear innovation, according to the Chief Scientist. Can't wait to see what amazing advancements we'll make! #sarcasm""",Negative,Sarcastic,Energy,"'The Chief Scientist has stated that we have a ""critical decade ahead"" with opportunities for nuclear innovation. It will be interesting to see what advancements we will make."
